clade_name	NCBI_tax_id	SRS150038	SRS149973	SRS149696	SRS149647	SRS149585	SRS149492	SRS149334	SRS149286	SRS149237	SRS149190	SRS149084	SRS148979	SRS148826	SRS148777	SRS148730	SRS148520	SRS148414	SRS148367	SRS148287	SRS148262	SRS148205	SRS148193	SRS148100	SRS147937	SRS147871	SRS147745	SRS147718	SRS147670	SRS147547	SRS147442	SRS147386	SRS147338	SRS147281	SRS147184	SRS147128	SRS147106	SRS147057	SRS146878	SRS146866	SRS146830	SRS146797	SRS146750	SRS145509	SRS144765	SRS144707	SRS144621	SRS144427	SRS144402	SRS144306	SRS144237	SRS144144	SRS144121	SRS144096	SRS144026	SRS144000	SRS143885	SRS143872	SRS143759	SRS143684	SRS143409	SRS143360	SRS143141	SRS143094	SRS142940	SRS142907	SRS142664	SRS142608	SRS142551	SRS142483	SRS140657	SRS105148	SRS105121	SRS105074	SRS104968	SRS104921	SRS104842	SRS104711	SRS104653	SRS104368	SRS104320	SRS104291	SRS104177	SRS104093	SRS104045	SRS103983	SRS102814	SRS101445	SRS101388	SRS101280	SRS100033	SRS098860	SRS098735	SRS098624	SRS098567	SRS098482	SRS098071	SRS098057	SRS097972	SRS097918	SRS097907	SRS079308	SRS078738	SRS078677	SRS078431	SRS078254	SRS078223	SRS078003	SRS077922	SRS077861	SRS077639	SRS077549	SRS077520	SRS077447	SRS077390	SRS077245	SRS077104	SRS077022	SRS076926	SRS076874	SRS076821	SRS076770	SRS075993	SRS075959	SRS075876	SRS075819	SRS075771	SRS075445	SRS075410	SRS075353	SRS075090	SRS075033	SRS074976	SRS074682	SRS074598	SRS065542	SRS065310	SRS065099	SRS064937	SRS064493	SRS064449	SRS064329	SRS064260	SRS064219	SRS064158	SRS063999	SRS063603	SRS063485	SRS063246	SRS062931	SRS058808	SRS058730	SRS058261	SRS058053	SRS057886	SRS057619	SRS057490	SRS056951	SRS056537	SRS056447	SRS056113	SRS056090	SRS055450	SRS055401	SRS055378	SRS054995	SRS054653	SRS054430	SRS054196	SRS053917	SRS053895	SRS053630	SRS053584	SRS052876	SRS052604	SRS052095	SRS052061	SRS051941	SRS051930	SRS051378	SRS051244	SRS051228	SRS050799	SRS049392	SRS049318	SRS049268	SRS047634	SRS047590	SRS047265	SRS047126	SRS047113	SRS047100	SRS045763	SRS045588	SRS045313	SRS045197	SRS045015	SRS044448	SRS044366	SRS044230	SRS043867	SRS043772	SRS043755	SRS043729	SRS043454	SRS043083	SRS043018	SRS042984	SRS042307	SRS024649	SRS024561	SRS024504	SRS024355	SRS024289	SRS024144	SRS024119	SRS024087	SRS024021	SRS023964	SRS023841	SRS023538	SRS023358	SRS022980	SRS022883	SRS022725	SRS022536	SRS022281	SRS022149	SRS022083	SRS021960	SRS021477	SRS020862	SRS020406	SRS020340	SRS020283	SRS019980	SRS019906	SRS019798	SRS019591	SRS019494	SRS019443	SRS019387	SRS019360	SRS019333	SRS019276	SRS019225	SRS019176	SRS019128	SRS019077	SRS019028	SRS018975	SRS018929	SRS018826	SRS018802	SRS018778	SRS018750	SRS018691	SRS018665	SRS018616	SRS018602	SRS018573	SRS018513	SRS018479	SRS018394	SRS018337	SRS018157	SRS018061	SRS017788	SRS017757	SRS017634	SRS017445	SRS017387	SRS017330	SRS017304	SRS017227	SRS017088	SRS017025	SRS016876	SRS016665	SRS016474	SRS016393	SRS016331	SRS016200	SRS016139	SRS016092	SRS016071	SRS016043	SRS015989	SRS015947	SRS015899	SRS015803	SRS015755	SRS015692	SRS015650	SRS015596	SRS015574	SRS015470	SRS015440	SRS015378	SRS015308	SRS015278	SRS015215	SRS015158	SRS015128	SRS015063	SRS015044	SRS014941	SRS014894	SRS014690	SRS014578	SRS014524	SRS014476	SRS014402	SRS013949	SRS013938	SRS013836	SRS013663	SRS013533	SRS013252	SRS012989	SRS012922	SRS011343	SRS011255	SRS011152	SRS011126	SRS011098
g__Selenomonas	2|1239|909932|909929|1843491|970	0	1.09049	0.00051	0.03747	0.0033	1.29753	0.01122	0.01275	0.02423	2.40662	0.01128	1.05589	0	0	0.11001	0.33128	0.53543	0.0384	0.09422	0.1184	1.31776	0.40642	0	0.00211	0.27867	0.54264	0.4929	0	8.3338	0.01984	1.54253	0	0.26671	0.01845	0.22661	1.86936	0	2.12926	1.79851	1.63752	0.01136	0.23998	0.93024	1.30942	0.03465	1.26956	0.46664	0.50719	0.02637	0.15197	0	1.00269	0.98711	2.9448	3.02981	1.51967	0.0464	0.37146	0.79953	0.17778	0.0033	0	0.21545	0	0.6747	1.01279	0.1576	0.12723	4.34249	0	0.00387	0.01586	0.56624	0.43288	1.36914	1.57829	0.37203	0.21189	0.08055	0.06876	1.57355	1.74544	0.12833	0.01425	0.37097	0.35105	3.71483	1.36723	0.05304	0.93355	0.31451	0.08835	0.16372	1.30506	2.59177	0.00802	0.07099	0.15868	0.00507	0.03008	0.20739	0.93649	0.66134	2.71562	0.06006	1.08503	5.6779	10.93926	0.07321	0.0492	0.31155	4.6645	0	1.16759	1.14821	0.13004	0.17357	0.46156	0.29937	1.01911	0.29277	0.30388	0.00193	0	0.35146	0.85991	0.05167	0.05034	0.11396	0.09415	0.49666	0.51116	0.44881	2.05425	1.34667	0.07774	1.61229	0.07381	0	0.04132	0.01069	1.8549	1.79816	0.02101	1.48203	2.48448	1.57023	0.18657	0.67132	5.24111	0.00031	0.0016	1.50335	0.06567	0	0.80339	0.61834	0.31753	0.61535	1.79539	0	0.79628	0.1391	1.93846	0.00388	0.39115	0.0175	0.02665	0.17415	0	0.00841	0.0167	0.62287	3.96588	2.04028	1.18618	3.00726	1.39591	0.64782	1.51762	0.28794	0.04658	0.45206	2.40838	4.82364	2.52669	0.19344	0	1.23727	1.30112	0.15919	0.3621	0.00284	0.34969	0.08856	0.53969	3.8039	0.08634	0.29765	0.06183	0.42409	0.15566	0.25942	0.35707	0.12764	0.37216	1.49825	0	3.60361	2.6411	2.50162	2.30691	2.85828	2.60062	6.49719	5.36882	0.40454	0.78918	3.27149	0	1.47821	5.34686	3.47604	3.95541	3.80251	2.02511	2.86486	0.16489	1.55243	1.85148	0	0.17901	0.19706	1.40719	2.41432	0.0208	1.61116	0.03568	0.02749	0	0.01036	0	0	2.49681	0.08707	0.17348	0.32224	0.00031	0.19322	0.01515	0	2.74325	0	0.00198	0.92285	0.46144	0.93734	0	0.05061	0.07569	3.58227	5.29481	0.30509	1.16416	0.2806	0.00337	3.74739	4.50716	5.06368	0.13474	3.53755	0.03349	1.16021	2.05124	0	0	5.90766	1.17942	4.71601	0.32245	0.60829	0.0441	0.02215	0	0.60483	0.56917	0.20896	0	0.031	0.04091	0.0384	0.83321	0.07296	0.87111	3.91466	0.0019	0.00274	0	0.62556	0.6368	2.74949	0.00345	0.86948	0.00259	0.72208	0.16489	0	0.03644	1.25499	0.02579	0.58194	1.02003	0.05078	0.01386	4.03279	7.12884	1.283	5.22725	0.0063	0.06025	0.95989	0.58002	0.9778	0.48377	0.02055
g__Anaeroglobus	2|1239|909932|1843489|31977|156454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11381	0	0.0092	0	0	0	0.00797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.00245	0.00073	0.0379	0	0	0	0	0	0.03348	0	0	0	0	0	0	0.00319	0	0	0.00199	0	0.01358	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01359	0	0	0	0	0.02326	0	0	0.0771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0.0282	0	0	0	0	0	0	0.1136	0	0	0	0	0	0	0	0	0	0.03828	0	0	0	0	0	0	0	0.02639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961	0.27155	0	0	0	0.04753	0	0	0	0.01804	0	0	0	0.00961	0	0	0	0	0	0	0	0	0	0.02004	0	0	0	0	0.00661	0	0	0.03755	0	0	0	0	0	0	0.01531	0.01455	0	0	0	0	0	0	0.06239	0.07213	0.99273	0	0	0	0	0	0	0	0	0	0	0.01125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14393	0	0	0	0	0	0.00993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09852	0.46513	0	0	0	0	0	0.10809	0	0.00495	0
g__Dialister	2|1239|909932|1843489|31977|39948	0	0	0	0	0	0	0.00116	0.02206	0.00033	0	0	0	0	0	0.00285	0	0	0	0	0.00555	0.04904	0.0422	0	0	0	0	0	0.01505	0.15902	0	0.20221	0.00494	0.07805	0	0.0143	0.00118	0	0.00025	0	0	0	0	0.00082	0.00376	0	0.0659	0	0	0	0.00177	0	0.10282	0.14441	0.00715	0.00894	0.02508	0	0.01273	0.00028	0.00085	0	0	0	0	0	0.11133	0.02582	0	0.00133	0	0	0	0.00085	0	0	0.02495	0	0.00483	0	0	0	0.00555	0.00028	0	0.0142	0	0.2106	0	0	0.00213	0	0	0.00032	0.03089	0	0	0	0	0.00766	0.00518	0	0	0	0.02317	0	0.0037	0.0414	0	0	0	0.00239	0.0156	0	0	0	0	0.06009	0.0052	0	0.02582	0	0	0	0	0.01934	0	0	0	0.00056	0	0.02301	0.05505	0	0	0	0	0.00309	0.00575	0	0.00685	0	0.00055	0	0	0	0.13842	0	0	0.14666	0.08159	0.00012	0	0.06883	0	0	0.008	0.01242	0.00448	0	0.00072	0	0	0	0.00435	0	0	0.03313	0	0	0	0	0	0	0	0.00251	0.02847	0.00112	0.00987	0	0	0	0	0	0.17554	0.07314	0.00889	0.01137	0	0	0.03772	0	0.03018	0	0.38419	0.01172	0	0.00788	0	0	0	0	0	0.02953	0	0	0	0.00772	0	0.17286	0.03113	0	0.00352	0	0.06595	0.00351	0.01238	0	0.00336	0.08187	0	0.19429	0.02795	0.00442	0.00496	0.00871	0.05837	1.04149	0.05211	0	0	0	0.00134	0	0.98818	0.04634	0.01023	0	0	0	0	0	0	0	0.0202	0	0.01381	0.01455	0	0.00535	0	0	0.09863	0.00314	0.01067	0	0	0	0	0	0.00224	0.03242	0.03663	0	0.00441	0	0	0.11788	0.0941	0.25937	0	0.71938	0.00228	0.02136	0.13145	0.00485	0.00289	0.00916	0	0.0306	0.02434	0.00024	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0.0575	0	0	0	0	0.00114	0.00979	0	0.00098	0	0.00483	0	0	0.00511	0	0	0.18075	0.07467	0.00334	0	0.95738	0.39408	0.13259	0	0	0	0	0.18238	0	0.00531	0.00613
g__Megasphaera	2|1239|909932|1843489|31977|906	0	0	0	0.00267	0	0	0.06606	0	0	0	0	0	0	0	0	0.01329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0.00072	0.01365	0	0.00899	0	0.00088	0	0	0	0	0	0.00048	0	0	0	0.00164	0	0.01042	0.00693	0	0	0	0	0	0	0.06265	0	0	0	0	0	0.01125	0	0	0.0013	0	0	0	0	0	0	0.00869	0	0.01994	0	0	0.01617	0	0	0.07356	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0.00982	0	0	0	0.04971	0	0	0	0	0.00772	0.0014	0	0.01667	0	0	0	0	0	0.00746	0	0	0	0	0	0.00814	0	0	0	0	0	0	0	0	0.06579	0	0	0	0.00294	0	0	0	0	0	8e-05	0	0.01051	0	0	0.0014	0	0	0	0.00396	0	0	0	0.03203	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00617	0	0.00697	0	0	0	0.0036	0.04868	0	0.0048	0	0	0	0.00786	0	0	0	0	0	0	0	0	0	0	0	0	0.31696	0	0	0	0	0.0291	0	0	0	0	0	0	0	0	0.00217	0.12665	0	0	0.00253	0	0.11994	0	0.04634	0	0	0	0	0	0	0	0	0.02281	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00272	0	0	0.09839	0	0	0.00243	0	0.00264	0	0	0	0.00243	0.0046	0	0.00697	0	0	0.06946	0.06939	0.00253	0	0	0	0	0.01018	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02749	0	0	0	0	0	0.02626	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0.03595	0.00384	0	0	0	0	0	0	0	0	0
g__Veillonella	2|1239|909932|1843489|31977|29465	0	20.26411	10.23592	3.19233	0.15999	13.16965	5.52771	0.60796	0.48639	2.08698	3.45631	8.23427	0.69633	0.45181	0.29065	2.9971	11.36496	2.15534	0.81278	1.06674	6.1926	9.15072	0.47137	0.94281	0.57099	1.55493	0.88574	2.29226	4.40491	2.22395	0.59705	0.28935	2.97533	7.29892	17.05287	8.57228	3.93947	13.56764	6.93373	5.61904	4.13072	9.55372	6.26476	7.3325	7.00793	10.60595	7.24524	9.42175	1.48028	2.87502	6.82989	2.28763	3.23287	8.43159	7.18713	2.90018	18.45805	9.93506	0.63471	2.71595	6.92538	0.65499	12.25522	26.71484	0.58185	6.72	5.7299	0.02986	1.34386	1.45575	0.34614	0.46721	7.07579	3.19079	1.77874	9.50877	3.97689	25.47927	4.46913	2.49464	9.06893	6.32775	3.87202	10.03967	6.27013	2.67809	1.23499	3.44909	0.23988	8.72811	2.48309	3.04449	2.70492	1.49696	4.92832	3.12618	0.51836	8.89295	0.5767	8.91031	11.8246	2.57348	3.05262	4.56451	1.79091	6.00929	0.48914	1.31221	2.58857	2.18864	0.597	6.96286	0.35311	5.31032	2.70803	5.00186	6.06985	8.91499	3.58265	16.13759	0.60496	1.58205	2.63619	9.46815	1.03466	8.80873	0.97487	1.57775	0.94321	3.96342	1.27618	0.84791	0.07288	8.79469	0.0688	9.18853	2.66663	1.37618	0.15288	4.78225	5.4803	2.739	8.51305	3.05231	2.17451	9.50389	0.4361	8.4982	3.05255	5.15171	0.19521	0.43224	4.14893	0.90453	6.31161	7.63685	13.15063	5.8063	5.16842	9.11296	1.07045	7.08913	1.05279	2.6555	1.96558	3.4558	1.98316	1.97661	0.43867	0.44667	2.89843	0.15106	3.0786	8.96824	5.83762	0.66606	2.02447	9.43049	5.12082	2.18417	4.46329	0.40039	9.61215	15.39218	3.36552	0.31996	7.08115	2.03345	9.08739	1.81582	1.9431	2.66424	1.43325	16.75631	2.60298	0.42096	6.17563	6.03068	0.52718	4.74308	17.47536	1.7119	2.04831	9.41866	0.73092	3.01456	1.88816	0.39453	4.29816	0.95872	2.53686	1.71991	3.69457	4.42228	3.92348	4.62899	12.2961	7.66581	4.61842	1.12328	9.18476	3.52779	0.2938	4.33506	5.58536	2.34976	3.18482	5.10493	6.98307	4.19284	1.56427	2.80464	13.29952	1.04219	3.4366	0.35382	13.31111	15.41747	4.55845	0	4.11712	2.96574	2.63947	14.59297	6.75402	5.27958	8.72628	1.1624	14.76785	6.98648	0.54783	8.01765	2.08459	2.51148	3.01557	12.13317	3.70893	1.83411	6.13066	8.48196	2.10953	1.99478	9.83244	11.13292	0.83596	0.85683	2.35275	1.98506	1.04546	3.18964	0.64317	1.43974	0.68969	2.04829	0.75484	0.79057	1.75499	3.02191	2.04461	0.46206	0.24928	6.3745	7.88583	1.9806	3.74623	7.75098	2.14657	1.75051	18.63478	0.08872	0.89077	6.78883	0.52316	0.2169	8.10617	1.8429	1.22672	0.11175	5.07087	7.91798	24.09808	0.75188	5.75429	0.39312	10.73777	1.85965	0.4758	7.8084	1.48154	1.00978	0.53895	0	4.10625	0.86959	3.63678	2.8151	3.36017	1.23797	1.03882	0.38852	2.98578	2.73733	3.49714	0.29272	1.43867
g__Veillonellaceae_unclassified	2|1239|909932|1843489|31977|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parvimonas	2|1239|1737404|1737405|1570339|543311	0	0	0	0	0.09531	0	0.23178	0.33948	0	0	0.00803	0	0	0	0.0715	0.00458	0	0.01689	0.00483	0.04168	0.14807	0.10732	0	0	0.00042	0.49787	0.13708	0.45834	0.36146	0.00347	0.30876	0	0.15164	0.04479	0.07047	0.04326	0	0.00245	0	0	0.00144	0.00077	0.00064	0.01423	0.15647	0.27585	0	0	0.00539	0	0	0.0538	0.10181	0.02294	0.02098	0.20792	0.00769	0.01812	0.07883	0.10225	0.01275	0	0	0	0	0.54217	0.3141	0	0.03647	0	0	0	0.07491	0	0	0.11317	0.00029	0.05161	0.00823	0.00207	0	0.00844	0.00129	0	0.13917	0.01376	0.05472	0.00085	0.03774	0.00342	0	0	0.01347	0.03703	0	0.15941	0	0.00572	0.0162	0.12486	0	0.0038	0.0135	0.00758	0	0.07927	0.22325	0	0.02923	0.01019	0.09009	0.11121	0.00082	0	0.00848	0	0.19162	0	0	0.00557	0.00934	0	0.18883	0	0.08952	0.00302	0	0	0.02118	0	0.01057	0.01348	0.0011	0	0.05396	0.10901	0.04574	0.07476	0	0.00954	0.01004	0.037	0	0	0.00376	0.17076	0	0	0.14563	0.16881	0.00268	0	0.06507	0.02959	0	0	0.77115	0.10913	0.06994	0.00726	0.00476	0.15325	0.27614	0.1264	0	0	0.32631	0	0	0	0	0.05519	0	0.03651	0.04439	0.03867	0.02267	0.11244	0.03917	0.05117	0.00766	0.00405	0	0.66073	0.04073	0.34517	0.01474	0.00143	0	0.22397	0.00686	0.39427	0	0.81886	0.67477	0.00024	0.00503	0	0	0	0	0.00083	0.069	0.13583	0.1752	0.00549	0.00471	0	0.03881	0.02274	0.00918	0	0	0.09492	0.1887	0.26748	0.00065	0.1945	0.04208	0	1.03654	0	0.09587	0	0.03427	0.1285	0.05547	0.13771	0.02108	0.00891	0.01419	0.02772	0	0.80435	0.16734	0.09583	0.01514	0.02437	0	0	0.00076	0.01153	0.00613	0.06157	0	0.31665	0.04039	0.01542	0.02723	0.01793	0.02039	0.26737	0.03557	0.0533	0.00036	0	0.00112	0	0.05316	0.08457	0.02468	0.01325	0.00405	0	0.09631	0.00911	0.03458	0.00715	0.16109	0	0.05094	0.00257	0.1125	0.12624	0.06299	0.06642	0.01626	0.06729	0.28125	0.15151	0.00993	0.00896	0.00239	0	0.001	0.0109	0	0.08217	0	0.13992	0.0154	0.07099	0	0.00493	0.2307	0	0	0	0	0	0.10524	0	0.00263	0.0044	0.01558	0.00641	0.0022	0.09516	0.00412	0.03238	0.23721	0.04648	0.01081	0.0062	0.43788	0.56843	0.73486	0	0.28358	0	0.00552	0.35219	0.04573	0.09198	0.02144
g__Peptoniphilus	2|1239|1737404|1737405|1570339|162289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	2|32066|203490|203491|203492|848	0	0.59311	1.06781	0.04322	0.33275	0.06865	1.76197	0.81644	0.17453	0.30644	0.33606	0.02059	0.04294	0.06139	0.17224	0.42179	0.02559	0.25503	0.38709	0.71961	1.77444	1.32541	0.04063	0.00593	0.21134	1.68148	0.5471	0.83734	3.11482	0.26725	1.84326	0.09595	2.04249	0.31467	1.10759	0.49745	0.12288	2.45459	0.04044	0.01689	0.99974	0.04133	0.23143	0.27625	1.9631	2.80037	0.07739	0.18162	0.19005	0.38185	0.07231	0.74374	1.61612	1.09917	1.05815	1.40737	0.08615	0.16721	0.55459	0.18479	0.15741	0.07176	0.80814	13.28744	0.01458	1.66218	1.02441	0.6033	0.84556	0	0.40058	0.31289	0.81067	0.45894	0.05588	2.54354	1.74082	1.57706	0.01427	0.36842	0.24703	0.37324	0.12178	0.13422	2.05859	0.83973	1.09327	0.32858	0.87225	0.49084	0.09094	0.49153	0.72453	0.94753	0.34282	1.37028	0.30478	1.36613	0.17352	0.75899	4.03483	0.30827	0.90396	0.4218	0.56577	1.10579	1.20569	0.55688	1.29964	0.82403	0.65673	2.35077	0.14591	0.16828	1.23143	0.16175	3.68952	0.11183	0.66312	0.59931	0.29865	0.77306	0.59506	0.43116	0.85981	0.24817	0.19119	0.16014	0.36316	0.21253	0.10823	0.43325	0.38273	0.11677	1.30977	1.42802	1.52766	0.38639	0.06138	1.51453	14.42293	5.90055	2.59984	0.61403	4.4402	1.72029	0.09927	1.08274	1.35307	0.69311	0.07345	0.01846	4.49519	0.60198	0.10494	0.2164	3.0809	1.05891	0.78037	0.61563	0.22347	5.38223	2.7763	5.03778	0.00574	0.04784	4.83232	0.09799	2.63598	0.19482	0.01366	0.44973	1.76871	1.37214	2.18663	0.64262	0.83576	3.19603	0.99271	3.17275	2.89953	0.37637	0.28651	7.30078	2.62506	4.97125	0.68865	0.90264	0.13695	7.72234	0.16975	3.38661	0.04615	7.79608	10.28069	0.48046	0.27522	0.76684	0.40317	0.90329	0.45751	2.22039	0.88635	3.6434	1.50203	3.0827	1.99421	0.29516	3.13577	3.94329	1.00488	0.05143	0.99066	1.33391	5.94349	8.51201	0.4228	2.78923	9.3358	0.47626	1.73415	1.77264	2.48531	3.79163	1.72214	0.9121	3.97429	2.5491	2.0002	0.81566	0.00631	0.41786	0.46299	5.13831	2.21711	1.72159	0.57217	0.77333	1.67318	0.01127	0.10637	0.7466	0.34037	0.7084	0.27998	2.16741	2.59287	7.33104	2.69938	0.67125	0.1119	4.49285	0.33943	0.55683	1.62537	0.21453	2.63189	0.03257	0.98397	1.13938	1.78572	0.51805	1.30738	0.64753	4.80539	0.68542	5.03182	1.08863	6.30618	0.6379	4.5458	0.10162	0.97695	1.86889	0.70706	0.33701	1.60319	4.14586	2.13728	1.14308	2.39771	0.09884	0.38486	0.03371	0.6537	2.21048	0.4835	0.36341	0.12582	1.32713	0.45333	4.53799	0.1731	0.30119	2.68025	0.64358	0.33218	0.02251	0.17923	0.28305	4.21446	0.5449	0.25626	0.01001	0.83159	0.26848	0.22276	0.52526	2.53421	0.19502	2.44769	4.23903	1.19958	0.05304	3.0174	6.85166	4.24988	1.97127	0.84207	0.09872	1.27693	2.86964	3.32384	2.88378	0.24103
g__Leptotrichia	2|32066|203490|203491|1129771|32067	0	0.21077	0.31094	0.09781	0	0.64625	0.33407	0.09183	0.48733	0.69439	0.83999	0.03788	0.01365	0.1012	0.41288	1.631	0.51386	0.50289	0.5759	1.16853	1.91686	3.25089	0.09665	0.0867	2.58512	0.55829	0.17296	0.28492	5.89368	0.54932	3.15032	0.02492	1.6989	1.0481	1.75907	4.51357	0.06099	1.86126	2.09626	1.72367	1.76769	0.07101	0.16326	0.9491	0.71351	3.38701	0.36797	0.62115	0.36678	0.55723	0.03648	1.01786	2.02174	2.22522	2.30727	3.01504	0.25526	1.06393	0.93337	0	0.13145	0.05923	0.64894	0	0.3161	0.94354	0.77882	0.86459	6.35584	0	1.26311	1.47917	2.56794	0.55052	2.20125	2.67283	2.02576	1.48015	0.11546	1.0159	2.94223	0.77119	0.52039	0.29383	2.62586	2.46335	1.52827	0.36366	0.85161	0.33796	0.35732	1.4028	0.7121	1.8946	0.70496	0.05067	1.13997	1.96619	0.0477	0.60631	3.11895	1.97922	1.31267	2.81492	0.96048	1.3957	5.30909	3.85015	0.67473	0.39507	0.98785	2.1501	0.10497	1.53112	4.12734	0.4031	1.70774	0.0402	0.79481	5.44551	1.19867	0.78291	0.24684	0.4209	1.55731	3.48949	0.27234	0.50932	0.31335	0.31825	0.29799	0.75097	0.50524	3.00798	4.12142	3.5844	5.48519	0.2199	0	1.17505	1.6531	5.82365	0	0.44865	4.92622	3.90666	2.72906	2.03426	0.71053	1.94993	0.0442	0.21295	2.22541	0.72368	0.06671	0.52146	2.3687	6.82448	1.00093	4.31223	0.02882	10.55053	0.71852	4.41464	0	0.33779	0.6445	0.18597	2.41065	0.05259	0	0.16183	2.12717	5.46844	2.58704	0.73029	7.68431	2.52826	0.8495	4.74253	1.36865	1.0324	1.94506	9.91158	1.89539	3.92877	0.82057	0.65611	0.6758	4.85401	0.0909	1.71434	0.50343	0.73483	1.83585	0.65399	1.31924	0.13226	1.52934	0.16863	3.61221	0.76105	1.55249	0.92934	0.36988	0.69579	2.99786	0.00915	2.78911	3.15554	4.59851	4.75407	0.96076	7.26619	8.52238	10.87782	0.2184	0.86109	3.56552	0.22828	3.5679	4.95429	2.88456	5.10113	3.20675	1.32595	4.23898	1.65183	0.15799	2.28963	0.00872	1.13661	1.69968	1.73811	3.36995	1.60789	2.50784	1.04002	0.70275	0	0.23257	0.16558	0.0779	4.3289	0.32677	1.35529	1.78656	1.08864	4.02697	0.3396	0.01361	5.69248	0	0	1.95547	1.60025	3.21794	0.04712	0.19277	0.25165	3.68185	1.69179	9.68822	0.42521	6.69107	0.96855	3.83767	1.53241	1.99041	0.31493	0.30736	0	6.8553	2.13122	0.13409	0.16563	7.68307	2.92817	3.16109	1.87696	1.47641	1.19945	0.40338	0.06423	1.31856	3.59785	0.60459	0.03015	0.23779	0.69962	0.63679	3.18916	0.01884	0.26995	13.30923	0.63286	0.35667	0.18965	2.0455	3.75741	2.94283	0.28529	1.38749	0.00828	3.256	0.46972	0.10911	0.64693	0.62457	0.11794	1.97518	1.73514	0.28899	0.01662	11.90795	3.12277	5.03709	10.95082	0.20431	0.03235	3.49491	0.23168	2.18037	3.9528	1.29659
